Unnamed: 0,Food id,Food,Expert_Response1,Expert_Response2,Similar Food
75,http://idea.rpi.edu/heals/kb/usda#04529,"Oil, almond",0.0,0.0,"SILK Coffee, soymilk"
76,http://idea.rpi.edu/heals/kb/usda#04529,"Oil, almond",0.0,0.0,Vanilla extract
77,http://idea.rpi.edu/heals/kb/usda#04529,"Oil, almond",0.0,0.0,Potato flour
78,http://idea.rpi.edu/heals/kb/usda#04529,"Oil, almond",0.0,1.0,Lard
79,http://idea.rpi.edu/heals/kb/usda#07022,"Frankfurter, beef, unheated",1.0,1.0,"Pork sausage, link/patty, cooked"
80,http://idea.rpi.edu/heals/kb/usda#07022,"Frankfurter, beef, unheated",1.0,1.0,"Frankfurter, meat and poultry, unheated"
81,http://idea.rpi.edu/heals/kb/usda#07022,"Frankfurter, beef, unheated",1.0,1.0,"Mortadella, beef, pork"
82,http://idea.rpi.edu/heals/kb/usda#07022,"Frankfurter, beef, unheated",1.0,1.0,"Pickle and pimiento loaf, pork"
83,http://idea.rpi.edu/heals/kb/usda#07022,"Frankfurter, beef, unheated",1.0,1.0,"Sausage, pork, chorizo"
84,http://idea.rpi.edu/heals/kb/usda#07022,"Frankfurter, beef, unheated",1.0,1.0,"Sausage, smoked link sausage, pork"
85,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",1.0,0.0,"Capers, canned"
86,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",1.0,1.0,"Lima beans, immature seeds, raw"
87,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",1.0,1.0,"Peas, edible-podded, frozen"
88,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,Poi
89,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",1.0,1.0,"Beans, kidney, red"
90,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Kale, raw"
91,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Carrots, raw"
92,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",1.0,1.0,"Beans, snap, green"
93,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Salad dressing, russian dressing"
94,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Egg, whole, raw"
95,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Mushrooms, shiitake, raw"
96,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",1.0,1.0,"Beans, shellie, canned"
97,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Broccoli, raw"
98,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Celery, raw"
99,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Corn grain, yellow"
100,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Cheese, cottage, creamed"
101,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Asparagus, raw"
102,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Spices, pepper, black"
103,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",1.0,1.0,"Peas, green, frozen"
104,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Sauerkraut, canned, solids and liquids"
105,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Apple juice, frozen concentrate, unsweetened"
106,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Basil, fresh"
107,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Spices, onion powder"
108,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Cabbage, raw"
109,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Barley, hulled"
110,http://idea.rpi.edu/heals/kb/usda#11300,"Peas, edible-podded, raw",0.0,0.0,"Peppers, sweet, yellow"
111,http://idea.rpi.edu/heals/kb/usda#06931,"Sauce, pasta, spaghetti/marinara",0.0,0.0,"Pasta, dry, enriched"
112,http://idea.rpi.edu/heals/kb/usda#06931,"Sauce, pasta, spaghetti/marinara",0.0,0.0,"Chard, swiss, raw"
113,http://idea.rpi.edu/heals/kb/usda#06931,"Sauce, pasta, spaghetti/marinara",1.0,1.0,"Sauce, alfredo mix, dry"
114,http://idea.rpi.edu/heals/kb/usda#06931,"Sauce, pasta, spaghetti/marinara",0.0,0.0,"Barley, hulled"
115,http://idea.rpi.edu/heals/kb/usda#06931,"Sauce, pasta, spaghetti/marinara",0.0,0.0,"Quinoa, uncooked"
116,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,0.0,"Pasta, dry, enriched"
117,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,1.0,"Capers, canned"
118,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,0.0,"Spices, chili powder"
119,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,0.0,"Soup, tomato, canned"
120,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,0.0,"Beans, snap, green"
121,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,0.0,"Spices, pepper, red or cayenne"
122,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,0.0,"Sauce, pasta, spaghetti/marinara"
123,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,0.0,Catsup
124,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,0.0,"Apple juice, frozen concentrate, unsweetened"
125,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",1.0,0.0,"Peppers, sweet, red"
126,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",1.0,1.0,"Tomatoes, crushed, canned"
127,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",1.0,0.0,"Sauce, tomato chili sauce, bottled"
128,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,0.0,"Spearmint, dried"
129,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",1.0,1.0,"Tomato products, canned, paste"
130,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",0.0,1.0,"Squash, summer, zucchini"
131,http://idea.rpi.edu/heals/kb/usda#11955,"Tomatoes, sun-dried",,0.0,"Sauce, salsa, ready-to-serve"
132,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",0.0,0.0,"Spices, chili powder"
133,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Butter oil, anhydrous"
134,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Oil, corn, industrial and retail"
135,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",0.0,0.0,"Soy flour, defatted"
136,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",0.0,0.0,Potato flour
137,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",0.0,0.0,"Milk, canned, evaporated"
138,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Oil, vegetable, soybean"
139,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",0.0,0.0,"Peppermint, fresh"
140,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Oil, olive, salad or cooking"
141,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Oil, canola"
142,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,0.0,"Butter, salted"
143,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,Lard
144,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Margarine, regular, hard"
145,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Oil, walnut"
146,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Oil, peanut, salad or cooking"
147,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",0.0,0.0,"Nuts, pecans"
148,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Oil, sesame, salad or cooking"
149,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Margarine-like, margarine-butter blend, soybean oil and butter"
150,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",1.0,1.0,"Shortening, vegetable, household"
151,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",0.0,0.0,Vanilla extract
152,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",1.0,1.0,"Tangerine juice, raw"
153,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Strawberries, frozen, unsweetened "
154,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",1.0,1.0,"Grapefruit juice, white, canned or bottled"
155,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",1.0,1.0,"Mango nectar, canned"
156,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Tangerines, raw"
157,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",1.0,1.0,"Grape juice, canned or bottled, unsweetened"
158,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",1.0,1.0,"Grapefruit juice, white, raw"
159,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Oranges, raw, all commercial varieties"
160,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",1.0,1.0,"Lemon juice, raw"
161,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",1.0,1.0,"Orange juice, raw "
162,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Lemons, raw, without peel"
163,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Vinegar, red wine"
164,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",1.0,1.0,Orange Pineapple Juice Blend
165,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Tangerines, canned"
166,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Litchis, raw"
167,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Cream, whipped, cream topping"
168,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",1.0,1.0,"Juice, apple and grape blend, with added ascorbic acid"
169,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",1.0,1.0,"Orange juice, chilled, includes from concentrate"
170,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Basil, fresh"
171,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Grapefruit, raw, pink and red and white"
172,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,1.0,"Guanabana nectar, canned"
173,http://idea.rpi.edu/heals/kb/usda#09160,"Lime juice, raw",0.0,0.0,"Cheese, cream"
174,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",0.0,0.0,"Spices, onion powder"
175,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",1.0,1.0,"Egg substitute, powder"
176,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",0.0,0.0,"Spices, anise seed"
177,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",0.0,0.0,"Soy meal, defatted, raw"
178,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",0.0,0.0,"Applesauce, canned, unsweetened"
179,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",1.0,1.0,"Cheese, cottage, lowfat"
180,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",0.0,0.0,"Pepper, banana, raw"
181,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",1.0,1.0,"Egg, whole, cooked"
182,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",1.0,1.0,"Tofu, silken"
183,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",0.0,0.0,"Luncheon meat, pork with ham, minced"
184,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",0.0,0.0,"Chicken patty, frozen, cooked"
185,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",0.0,0.0,"Butter, salted"
186,http://idea.rpi.edu/heals/kb/usda#01123,"Egg, whole, raw",0.0,0.0,"Fish, haddock, smoked"
187,http://idea.rpi.edu/heals/kb/usda#01004,"Cheese, blue",1.0,1.0,"Yogurt, Greek, plain"
188,http://idea.rpi.edu/heals/kb/usda#01004,"Cheese, blue",1.0,1.0,"Cheese, Mexican blend"
189,http://idea.rpi.edu/heals/kb/usda#01004,"Cheese, blue",1.0,1.0,"Cheese, brie"
190,http://idea.rpi.edu/heals/kb/usda#01004,"Cheese, blue",1.0,1.0,"Cheese, feta"
191,http://idea.rpi.edu/heals/kb/usda#01004,"Cheese, blue",1.0,1.0,"Cheese, gouda"
192,http://idea.rpi.edu/heals/kb/usda#01004,"Cheese, blue",0.0,0.0,"Onions, dehydrated flakes"
193,http://idea.rpi.edu/heals/kb/usda#01004,"Cheese, blue",1.0,0.0,"Cheese, goat, hard type"
194,http://idea.rpi.edu/heals/kb/usda#01004,"Cheese, blue",0.0,0.0,"Ham, sliced, pre-packaged"
195,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Limes, raw"
196,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",1.0,1.0,"Lemon juice from concentrate, canned or bottled"
197,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Nuts, coconut cream, raw "
198,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Pineapple, frozen, chunks"
199,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",1.0,0.0,"Pineapple, canned, juice pack"
200,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Soup, stock, chicken"
201,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Vinegar, cider"
202,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Papayas, raw"
203,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Lemons, raw, without peel"
204,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",1.0,1.0,"Orange juice, raw "
205,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Melons, honeydew, raw"
206,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Abiyuch, raw"
207,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Yambean, raw"
208,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Vinegar, balsamic"
209,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Oranges, raw, California"
210,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Vinegar, red wine"
211,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Currants, red and white, raw"
212,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",1.0,1.0,"Lime juice, raw"
213,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Spices, pepper, black"
214,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Cheese, dry white, queso seco"
215,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Yogurt, Greek, plain"
216,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,Vanilla extract
217,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",0.0,0.0,"Grapefruit, raw, pink and red and white"
218,http://idea.rpi.edu/heals/kb/usda#09152,"Lemon juice, raw",1.0,0.0,"Tomato juice, canned, without salt added"
219,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Dates, medjool"
220,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Plums, dried, stewed"
221,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Cranberries, raw"
222,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Raisins, golden, seedless"
223,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Raisins, dark, seedless "
224,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Figs, dried, stewed"
225,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Plums, dried, uncooked"
226,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Pears, dried, sulfured"
227,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Cranberries, dried, sweetened "
228,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Peaches, dried, sulfured"
229,http://idea.rpi.edu/heals/kb/usda#09085,"Currants, zante, dried",1.0,1.0,"Raisins, seeded"
230,http://idea.rpi.edu/heals/kb/usda#12147,"Nuts, pine nuts, dried",1.0,1.0,"Nuts, brazilnuts, dried"
231,http://idea.rpi.edu/heals/kb/usda#12147,"Nuts, pine nuts, dried",1.0,1.0,"Nuts, pecans"
232,http://idea.rpi.edu/heals/kb/usda#12147,"Nuts, pine nuts, dried",1.0,1.0,"Nuts, almonds"
