Food id,Food label,Substitution id,Substitution label
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01169,"Cheese, low-sodium, cheddar or colby"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01035,"Cheese, provolone"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01009,"Cheese, cheddar "
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01025,"Cheese, monterey"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01166,"Cheese, mexican, queso asadero"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01005,"Cheese, brick"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01043,"Cheese, pasteurized process, pimento"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01019,"Cheese, feta"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01030,"Cheese, muenster"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01167,"Cheese, mexican, queso chihuahua"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01011,"Cheese, colby"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01165,"Cheese, mexican, queso anejo"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01024,"Cheese, limburger"
http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated",http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss"
http://idea.rpi.edu/heals/kb/usda#01036,"Cheese, ricotta, whole milk",http://idea.rpi.edu/heals/kb/usda#01023,"Cheese, gruyere"
http://idea.rpi.edu/heals/kb/usda#01036,"Cheese, ricotta, whole milk",http://idea.rpi.edu/heals/kb/usda#01042,"Cheese, pasteurized process, American"
http://idea.rpi.edu/heals/kb/usda#01036,"Cheese, ricotta, whole milk",http://idea.rpi.edu/heals/kb/usda#01033,"Cheese, parmesan, hard"
http://idea.rpi.edu/heals/kb/usda#01036,"Cheese, ricotta, whole milk",http://idea.rpi.edu/heals/kb/usda#16128,"Tofu, dried-frozen "
http://idea.rpi.edu/heals/kb/usda#01036,"Cheese, ricotta, whole milk",http://idea.rpi.edu/heals/kb/usda#01012,"Cheese, cottage, creamed"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01030,"Cheese, muenster"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01024,"Cheese, limburger"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01032,"Cheese, parmesan, grated"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01035,"Cheese, provolone"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01009,"Cheese, cheddar "
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01167,"Cheese, mexican, queso chihuahua"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01011,"Cheese, colby"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01029,"Cheese, mozzarella, low moisture"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01005,"Cheese, brick"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01165,"Cheese, mexican, queso anejo"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01019,"Cheese, feta"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01046,"Cheese food, pasteurized process, American"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01166,"Cheese, mexican, queso asadero"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01208,"Cheese, provolone, reduced fat"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01048,"Cheese spread, pasteurized process, American"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01043,"Cheese, pasteurized process, pimento"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01025,"Cheese, monterey"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01169,"Cheese, low-sodium, cheddar or colby"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01228,"Cheese, fresh, queso fresco"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01020,"Cheese, fontina"
http://idea.rpi.edu/heals/kb/usda#01040,"Cheese, swiss",http://idea.rpi.edu/heals/kb/usda#01026,"Cheese, mozzarella, whole milk"
http://idea.rpi.edu/heals/kb/usda#01050,"Cream, fluid, light ",http://idea.rpi.edu/heals/kb/usda#01056,"Cream, sour, cultured"
http://idea.rpi.edu/heals/kb/usda#01050,"Cream, fluid, light ",http://idea.rpi.edu/heals/kb/usda#01095,"Milk, canned, condensed"
http://idea.rpi.edu/heals/kb/usda#01052,"Cream, fluid, light whipping",http://idea.rpi.edu/heals/kb/usda#01256,"Yogurt, Greek, plain"
http://idea.rpi.edu/heals/kb/usda#01052,"Cream, fluid, light whipping",http://idea.rpi.edu/heals/kb/usda#01056,"Cream, sour, cultured"
http://idea.rpi.edu/heals/kb/usda#01052,"Cream, fluid, light whipping",http://idea.rpi.edu/heals/kb/usda#01088,"Milk, buttermilk, fluid"
http://idea.rpi.edu/heals/kb/usda#01052,"Cream, fluid, light whipping",http://idea.rpi.edu/heals/kb/usda#01017,"Cheese, cream"
http://idea.rpi.edu/heals/kb/usda#01052,"Cream, fluid, light whipping",http://idea.rpi.edu/heals/kb/usda#01096,"Milk, canned, evaporated"
http://idea.rpi.edu/heals/kb/usda#01053,"Cream, fluid, heavy whipping",http://idea.rpi.edu/heals/kb/usda#01088,"Milk, buttermilk, fluid"
http://idea.rpi.edu/heals/kb/usda#01053,"Cream, fluid, heavy whipping",http://idea.rpi.edu/heals/kb/usda#01056,"Cream, sour, cultured"
http://idea.rpi.edu/heals/kb/usda#01053,"Cream, fluid, heavy whipping",http://idea.rpi.edu/heals/kb/usda#01118,"Yogurt, plain, skim milk"
http://idea.rpi.edu/heals/kb/usda#01053,"Cream, fluid, heavy whipping",http://idea.rpi.edu/heals/kb/usda#01052,"Cream, fluid, light whipping"
http://idea.rpi.edu/heals/kb/usda#01053,"Cream, fluid, heavy whipping",http://idea.rpi.edu/heals/kb/usda#01095,"Milk, canned, condensed"
